1;4000000;4000000;3140689;0.000000;0.149453;0.149496;3.140689;
2;4000000;2000000;1570656;0.000000;0.074830;0.074955;3.141360;
3;4000000;1333334;1046517;0.000000;0.049744;0.049812;3.141462;
4;4000000;1000000;785733;0.000000;0.037558;0.037705;3.141500;
5;4000000;800000;628152;0.000000;0.029860;0.037772;3.140491;
6;4000000;666670;523413;0.000000;0.024884;0.026595;3.141192;
7;4000000;571432;448515;0.000000;0.021343;0.022924;3.140533;
8;4000000;500000;392320;0.000000;0.018714;0.020222;3.140653;
9;4000000;444448;349031;0.000000;0.016599;0.023484;3.140528;
10;4000000;400000;314426;0.000000;0.014950;0.016125;3.140039;
11;4000000;363640;285328;0.000000;0.013595;0.014552;3.140313;
12;4000000;333337;261448;0.000000;0.012461;0.014584;3.141132;
1;300000000;300000000;235628612;0.000000;11.212856;11.212950;3.141715;
2;300000000;150000000;117810614;0.000000;5.607508;5.607722;3.141594;
3;300000000;100000000;78541054;0.000000;3.746829;3.747000;3.141574;
4;300000000;75000000;58897014;0.000000;2.805237;2.805429;3.141596;
5;300000000;60000000;47120846;0.000000;2.245373;2.245547;3.141378;
6;300000000;50000000;39265808;0.000000;1.996813;1.997013;3.141464;
7;300000000;42857148;33659157;0.000000;1.603149;1.605288;3.141458;
8;300000000;37500000;29451661;0.000000;1.402530;1.404607;3.141588;
9;300000000;33333336;26178606;0.000000;1.434818;1.435032;3.141671;
10;300000000;30000000;23566403;0.000000;1.121684;1.275542;3.141704;
11;300000000;27272730;21420218;0.000000;1.019488;1.020659;3.141603;
12;300000000;25000000;19635720;0.000000;0.934601;0.936489;3.141435;
1;5000000000;5000000000;3926958494;0.000000;186.796670;186.796782;3.141567;
2;5000000000;2500000000;1963505193;0.000000;93.419499;93.419743;3.141609;
3;5000000000;1666666668;1308964185;0.000000;62.290267;62.365232;3.141554;
4;5000000000;1250000000;981723873;0.000000;46.728598;46.728866;3.141574;
5;5000000000;1000000000;785392877;0.000000;37.636498;37.636798;3.141574;
6;5000000000;833333335;654505186;0.000000;31.150139;31.213416;3.141589;
9;5000000000;555555560;436332112;0.000000;20.767167;20.777721;3.141578;
10;5000000000;500000000;392681165;0.000000;18.701377;18.701711;3.141609;
11;5000000000;454545460;357005566;0.000000;16.987546;17.030415;3.141637;
