1;4000000;4000000;3143395;0.000000;0.131497;0.131542;3.143395;
2;4000000;2000000;1570990;0.000000;0.067501;0.067609;3.141870;
3;4000000;1333334;1046652;0.000000;0.049349;0.049409;3.142489;
4;4000000;1000000;785331;0.000000;0.036798;0.040473;3.141249;
5;4000000;800000;628192;0.000000;0.030052;0.034749;3.141705;
6;4000000;666670;523577;0.000000;0.024885;0.029907;3.142447;
7;4000000;571432;448849;0.000000;0.021341;0.022297;3.141403;
8;4000000;500000;393208;0.000000;0.018881;0.026455;3.141207;
9;4000000;444448;349062;0.000000;0.016602;0.017808;3.141201;
10;4000000;400000;314296;0.000000;0.014960;0.015996;3.141681;
11;4000000;363640;284974;0.000000;0.013660;0.013716;3.141802;
12;4000000;333337;261649;0.000000;0.012471;0.012547;3.141590;
1;300000000;300000000;235610307;0.000000;9.934441;9.934527;3.141471;
2;300000000;150000000;117802432;0.000000;5.041086;5.042869;3.141470;
3;300000000;100000000;78539046;0.000000;3.543709;4.137691;3.141582;
4;300000000;75000000;58903720;0.000000;2.753708;2.933626;3.141643;
5;300000000;60000000;47122557;0.000000;2.241232;2.243830;3.141543;
6;300000000;50000000;39266132;0.000000;1.867842;1.871055;3.141475;
7;300000000;42857148;33655511;0.000000;1.601568;1.601869;3.141459;
8;300000000;37500000;29451689;0.000000;1.401282;1.403427;3.141482;
9;300000000;33333336;26182096;0.000000;1.244758;1.247845;3.141457;
10;300000000;30000000;23559813;0.000000;1.120588;1.273006;3.141444;
11;300000000;27272730;21419807;0.000000;1.018437;1.084215;3.141579;
12;300000000;25000000;19635356;0.000000;0.933854;0.937107;3.141554;
1;5000000000;5000000000;3926991751;0.000000;164.776750;164.776843;3.141593;
2;5000000000;2500000000;1963519939;0.000000;84.096886;84.097052;3.141594;
3;5000000000;1666666668;1308995753;0.000000;59.240745;59.240895;3.141600;
4;5000000000;1250000000;981742046;0.000000;45.877659;45.877893;3.141588;
5;5000000000;1000000000;785425870;0.000000;37.360159;37.408138;3.141556;
6;5000000000;833333335;654485772;0.000000;31.160117;31.186079;3.141583;
7;5000000000;714285716;560996360;0.000000;26.690259;26.703045;3.141539;
8;5000000000;625000000;490865394;0.000000;23.350850;23.401669;3.141571;
10;5000000000;500000000;392693500;0.000000;18.683665;18.714847;3.141591;
11;5000000000;454545460;356996191;0.000000;16.979959;16.983797;3.141596;
12;5000000000;416666674;327253388;0.000000;15.567052;16.599190;3.141598;
