1;10000000000;10000000000;7854005336;1648097749.716722;1648097965.287348;1648097965.287390;3.141602;
2;10000000000;5000000000;3926963099;1648097966.000249;1648098073.774452;1648098076.139133;3.141591;
3;10000000000;3333333334;2617983386;1648098076.887427;1648098148.731903;1648098148.833839;3.141607;
4;10000000000;2500000000;1963536614;1648098149.602498;1648098205.657546;1648098205.657866;3.141585;
5;10000000000;2000000000;1570814137;1648098206.521492;1648098249.642024;1648098286.707656;3.141579;
6;10000000000;1666666670;1309012259;1648098288.561021;1648098324.512029;1648098350.737738;3.141585;
7;10000000000;1428571432;1122003025;1648098352.538380;1648098383.326335;1648098403.806587;3.141575;
8;10000000000;1250000000;981738922;1648098405.925497;1648098432.875494;1648098457.252563;3.141588;
9;10000000000;1111111112;872681733;1648098459.145258;1648098483.624669;1648098504.573813;3.141591;
10;10000000000;1000000000;785376930;1648098506.585093;1648098528.143213;1648098541.149042;3.141610;
11;10000000000;909090910;714005305;1648098543.092946;1648098562.685690;1648098563.888236;3.141608;
12;10000000000;833333337;654509819;1648098565.238952;1648098583.200648;1648098598.702251;3.141611;
