1;1000000000;1000000000;785398147;1648101545.549205;1648101567.104011;1648101567.104064;3.141593;
2;1000000000;500000000;392688057;1648101567.749923;1648101578.531681;1648101578.531748;3.141544;
3;1000000000;333333334;261799096;1648101579.292548;1648101586.482016;1648101586.863007;3.141582;
4;1000000000;250000000;196344812;1648101587.621882;1648101593.011850;1648101593.016824;3.141700;
5;1000000000;200000000;157090110;1648101593.898386;1648101598.212526;1648101598.214565;3.141719;
6;1000000000;166666670;130904123;1648101599.135660;1648101602.731858;1648101602.908267;3.141613;
7;1000000000;142857148;112208329;1648101603.892128;1648101606.975367;1648101606.980299;3.141599;
8;1000000000;125000000;98167321;1648101607.907959;1648101610.605350;1648101610.921476;3.141632;
9;1000000000;111111112;87268151;1648101612.030729;1648101614.428003;1648101614.431980;3.141628;
10;1000000000;100000000;78545246;1648101615.577560;1648101617.735293;1648101617.739794;3.141597;
11;1000000000;90909100;71391789;1648101618.818086;1648101620.780065;1648101621.012605;3.141641;
12;1000000000;83333337;65452330;1648101622.162602;1648101624.172109;1648101624.172442;3.141648;
