1;800000000;800000000;628330761;1648100876.366632;1648100893.611294;1648100893.611332;3.141654;
2;800000000;400000000;314141497;1648100894.305155;1648100902.927010;1648100902.931186;3.141531;
3;800000000;266666668;209436288;1648100903.694009;1648100909.445567;1648100909.452113;3.141501;
4;800000000;200000000;157086812;1648100910.206199;1648100914.513763;1648100914.522882;3.141658;
5;800000000;160000000;125662216;1648100916.633313;1648100920.081713;1648100920.402847;3.141572;
6;800000000;133333335;104725773;1648100921.484831;1648100924.359301;1648100924.362845;3.141520;
7;800000000;114285716;89755900;1648100925.340016;1648100927.857536;1648100927.938494;3.141492;
8;800000000;100000000;78539352;1648100930.191596;1648100932.347827;1648100934.720881;3.141626;
9;800000000;88888896;69814954;1648100936.457138;1648100938.373215;1648100940.294293;3.141595;
10;800000000;80000000;62835362;1648100942.634436;1648100944.360410;1648100946.300525;3.141584;
11;800000000;72727280;57121883;1648100948.325612;1648100949.893331;1648100950.880244;3.141594;
12;800000000;66666674;52358884;1648100951.964825;1648100953.405689;1648100953.474049;3.141617;
