min;max;size;buckets;mean_elements_in_bucket;threads;time_allocate_sync;time_deallocate;time_all;error;0;0;0;0;0;0;0;0;
0;32766;40000000;4000000;10;0.008192;1;0.000000;0.000229;14.947229;o;0.032772;0.264371;1.758197;4.496067;6.254266;4.277557;4.117983;14.946986;
0;32766;40000000;4000000;10;0.008192;2;0.000000;0.000396;11.680898;o;0.027885;0.132753;1.831094;3.221740;5.052835;3.326618;3.140290;11.680490;
0;32766;40000000;4000000;10;0.008192;3;0.000000;0.000255;8.624972;o;0.029231;0.096738;1.816111;2.295139;4.111251;2.258045;2.129298;8.624705;
0;32766;40000000;4000000;10;0.008192;4;0.000000;0.000283;6.885200;o;0.030257;0.073703;1.589947;1.808327;3.398275;1.695786;1.686736;6.884905;
0;32766;40000000;4000000;10;0.008192;5;0.000000;0.000554;5.873620;o;0.030647;0.059929;1.578690;1.509550;3.088241;1.350558;1.343475;5.873052;
0;32766;40000000;4000000;10;0.008192;6;0.000000;0.000301;5.040079;o;0.031375;0.050179;1.463087;1.252285;2.715373;1.119009;1.123635;5.039756;
0;32766;40000000;4000000;10;0.008192;7;0.000000;0.000338;4.481798;o;0.033064;0.043341;1.429046;1.133444;2.562492;0.940993;0.901373;4.481446;
0;32766;40000000;4000000;10;0.008192;8;0.000000;0.000311;4.085174;o;0.035038;0.038280;1.402644;0.984793;2.387438;0.805004;0.818884;4.084850;
0;32766;40000000;4000000;10;0.008192;9;0.000000;0.000517;3.765909;o;0.036890;0.033579;1.341598;0.893371;2.234970;0.726957;0.732696;3.765364;
0;32766;40000000;4000000;10;0.008192;10;0.000000;0.000327;3.549791;o;0.038017;0.031100;1.332262;0.814453;2.146740;0.670905;0.662390;3.549452;
0;32766;40000000;4000000;10;0.008192;11;0.000000;0.000316;3.302101;o;0.042021;0.028440;1.281855;0.681133;1.963012;0.665886;0.602065;3.301773;
0;32766;40000000;4000000;10;0.008192;12;0.000000;0.000573;3.160894;o;0.042739;0.026023;1.233590;0.584164;1.817765;0.724306;0.549137;3.160308;
0;32766;40000000;4000000;10;0.008192;1;0.000000;0.000238;14.941004;o;0.026315;0.261379;1.770815;4.498342;6.269158;4.267243;4.116625;14.940754;
0;32766;40000000;4000000;10;0.008192;2;0.000000;0.000462;11.811092;o;0.028120;0.133059;1.809201;3.230023;5.039225;3.373304;3.236804;11.810614;
0;32766;40000000;4000000;10;0.008192;3;0.000000;0.000437;8.865243;o;0.029585;0.094597;1.785560;2.386194;4.171755;2.366937;2.201779;8.864793;
0;32766;40000000;4000000;10;0.008192;4;0.000000;0.000498;6.879316;o;0.031540;0.073492;1.568345;1.812692;3.381038;1.708436;1.684165;6.878806;
0;32766;40000000;4000000;10;0.008192;5;0.000000;0.000530;5.836185;o;0.030560;0.059930;1.542737;1.514447;3.057185;1.342973;1.344835;5.835643;
0;32766;40000000;4000000;10;0.008192;6;0.000000;0.000476;5.064819;o;0.031696;0.050414;1.475400;1.273427;2.748829;1.112005;1.121131;5.064330;
0;32766;40000000;4000000;10;0.008192;7;0.000000;0.000440;4.586973;o;0.032857;0.042958;1.441748;1.138147;2.579897;0.970161;0.960380;4.586520;
0;32766;40000000;4000000;10;0.008192;8;0.000000;0.000509;4.082698;o;0.034229;0.038028;1.394878;0.987768;2.382658;0.793560;0.833423;4.082177;
0;32766;40000000;4000000;10;0.008192;9;0.000000;0.000511;3.799626;o;0.038208;0.033943;1.343186;0.934262;2.277448;0.718721;0.730467;3.799103;
0;32766;40000000;4000000;10;0.008192;10;0.000000;0.000486;3.526971;o;0.039519;0.031140;1.285416;0.838849;2.124267;0.654124;0.677100;3.526472;
0;32766;40000000;4000000;10;0.008192;11;0.000000;0.000293;3.334440;o;0.040374;0.028720;1.315836;0.709957;2.025798;0.632501;0.604989;3.334124;
0;32766;40000000;4000000;10;0.008192;12;0.000000;0.000602;3.158440;o;0.041966;0.026141;1.257384;0.625916;1.883307;0.661158;0.544934;3.157826;
0;32766;40000000;4000000;10;0.008192;1;0.000000;0.000374;14.954001;o;0.026482;0.261978;1.778832;4.505174;6.284008;4.265180;4.115934;14.953615;
0;32766;40000000;4000000;10;0.008192;2;0.000000;0.000432;11.733108;o;0.027769;0.133368;1.788960;3.234715;5.023677;3.377394;3.170335;11.732665;
0;32766;40000000;4000000;10;0.008192;3;0.000000;0.000314;8.803369;o;0.029232;0.096269;1.808373;2.329121;4.137496;2.325943;2.213993;8.803041;
0;32766;40000000;4000000;10;0.008192;4;0.000001;0.000507;6.904301;o;0.031094;0.073851;1.627228;1.799775;3.427004;1.693626;1.678048;6.903780;
0;32766;40000000;4000000;10;0.008192;5;0.000000;0.000508;5.853842;o;0.030550;0.059959;1.557516;1.497452;3.054970;1.363070;1.344601;5.853321;
0;32766;40000000;4000000;10;0.008192;6;0.000000;0.000323;5.061322;o;0.031399;0.050938;1.466202;1.258259;2.724463;1.113475;1.140493;5.060986;
0;32766;40000000;4000000;10;0.008192;7;0.000000;0.000288;4.555752;o;0.032951;0.043412;1.449173;1.125430;2.574605;0.963827;0.940441;4.555451;
0;32766;40000000;4000000;10;0.008192;8;0.000000;0.000508;4.114944;o;0.034551;0.038466;1.425606;0.989402;2.415010;0.808654;0.817507;4.114424;
0;32766;40000000;4000000;10;0.008192;9;0.000000;0.000327;3.777015;o;0.036822;0.034063;1.341334;0.904924;2.246259;0.721482;0.737771;3.776676;
0;32766;40000000;4000000;10;0.008192;10;0.000000;0.000870;3.531812;o;0.037782;0.031220;1.323678;0.833635;2.158818;0.644767;0.658083;3.530930;
0;32766;40000000;4000000;10;0.008192;11;0.000000;0.000292;3.323803;o;0.040350;0.028339;1.277509;0.728099;2.007103;0.646565;0.600716;3.323498;
0;32766;40000000;4000000;10;0.008192;12;0.000000;0.001121;3.148536;o;0.043170;0.026200;1.245765;0.624999;1.870785;0.655576;0.551301;3.147403;
0;32766;40000000;4000000;10;0.008192;1;0.000000;0.000355;14.975939;o;0.027189;0.261854;1.784550;4.516843;6.301395;4.248117;4.136984;14.975571;
0;32766;40000000;4000000;10;0.008192;2;0.000000;0.000258;11.708406;o;0.028056;0.134036;1.776047;3.233129;5.009178;3.374807;3.161939;11.708136;
