min;max;size;buckets;mean_elements_in_bucket;threads;time_allocate_sync;time_deallocate;time_all;error;0;0;0;0;0;0;0;0;
min;max;size;buckets;mean_elements_in_bucket;threads;time_allocate_sync;time_deallocate;time_all;error;0;0;0;0;0;0;0;0;
0;100000;40000000;2000000;20;0.050000;1;0.000000;0.000294;15.314120;o;0.014929;0.260573;1.992973;4.556362;6.549336;4.332833;4.156108;
0;100000;40000000;2000000;20;0.050000;1;0.000000;0.000148;15.381637;o;0.013933;0.258135;2.019183;4.567902;6.587086;4.296322;4.225973;
0;100000;40000000;2000000;20;0.050000;2;0.000000;0.000138;11.289551;o;0.012733;0.131024;2.127037;2.964419;5.091457;3.084509;2.969577;
0;100000;40000000;2000000;20;0.050000;2;0.000000;0.000346;11.535318;o;0.013739;0.136946;2.400900;3.064545;5.465446;2.942968;2.975756;
0;100000;40000000;2000000;20;0.050000;3;0.000000;0.000301;8.533407;o;0.014223;0.092168;2.034049;2.185490;4.219541;2.180670;2.026352;
0;100000;40000000;2000000;20;0.050000;3;0.000000;0.000168;8.596739;o;0.013645;0.093293;2.149112;2.171013;4.320127;2.175201;1.994106;
0;100000;40000000;2000000;20;0.050000;4;0.000000;0.000357;6.862431;o;0.014737;0.071990;1.871021;1.716300;3.587322;1.594581;1.593301;
0;100000;40000000;2000000;20;0.050000;4;0.000000;0.000379;7.006914;o;0.014722;0.072101;2.008375;1.743691;3.752067;1.578260;1.589192;
0;100000;40000000;2000000;20;0.050000;5;0.000000;0.000375;5.799597;o;0.014206;0.059034;1.755628;1.471989;3.227618;1.240886;1.256852;
0;100000;40000000;2000000;20;0.050000;5;0.000000;0.000141;5.861478;o;0.014337;0.059249;1.904123;1.427612;3.331736;1.248274;1.207519;
0;100000;40000000;2000000;20;0.050000;6;0.000000;0.000359;4.976296;o;0.014351;0.049419;1.637726;1.245875;2.883602;1.013897;1.014485;
0;100000;40000000;2000000;20;0.050000;6;0.000000;0.000393;5.052885;o;0.015182;0.048978;1.723529;1.243315;2.966846;1.016542;1.004741;
0;100000;40000000;2000000;20;0.050000;7;0.000000;0.000404;4.406995;o;0.014645;0.042055;1.508788;1.097647;2.606437;0.886288;0.856985;
0;100000;40000000;2000000;20;0.050000;7;0.000000;0.000383;4.505608;o;0.015153;0.041939;1.626424;1.080955;2.707381;0.879538;0.860930;
0;100000;40000000;2000000;20;0.050000;8;0.000000;0.000383;4.021227;o;0.015091;0.037265;1.461723;0.970408;2.432131;0.771856;0.764285;
0;100000;40000000;2000000;20;0.050000;8;0.000000;0.000398;4.058504;o;0.015099;0.036953;1.512036;0.967160;2.479197;0.768881;0.757692;
0;100000;40000000;2000000;20;0.050000;9;0.000000;0.000363;3.683479;o;0.015267;0.033129;1.400619;0.861174;2.261794;0.693802;0.678874;
0;100000;40000000;2000000;20;0.050000;9;0.000000;0.000415;3.797995;o;0.016284;0.033046;1.480258;0.873320;2.353579;0.720081;0.674328;
