min;max;size;buckets;mean_elements_in_bucket;threads;time_allocate_sync;time_deallocate;time_all;error;0;0;0;0;0;0;0;0;
0;100000;40000000;2000000;20;0.050000;10;0.000000;0.000373;3.462523;o;0.015832;0.029945;1.370431;0.808285;2.180193;0.619218;0.616732;
0;100000;40000000;2000000;20;0.050000;10;0.000000;0.000200;3.476646;o;0.014910;0.029976;1.407653;0.793438;2.201093;0.619320;0.610904;
0;100000;40000000;2000000;20;0.050000;11;0.000000;0.000348;3.244260;o;0.017075;0.026988;1.311859;0.754695;2.066581;0.570667;0.562276;
0;100000;40000000;2000000;20;0.050000;11;0.000000;0.000376;3.233046;o;0.017229;0.026865;1.341893;0.695059;2.036958;0.595031;0.556188;
0;100000;40000000;2000000;20;0.050000;12;0.000000;0.000209;2.970511;o;0.016630;0.025868;1.231794;0.588231;1.820054;0.606508;0.500912;
0;100000;40000000;2000000;20;0.050000;12;0.000000;0.000372;3.069647;o;0.017982;0.025253;1.300732;0.659849;1.960583;0.553191;0.511850;
0;100000;40000000;2000000;20;0.050000;1;0.000000;0.000267;15.283556;o;0.012483;0.256029;2.025967;4.526165;6.552133;4.250873;4.211725;
0;100000;40000000;2000000;20;0.050000;1;0.000000;0.000316;15.335448;o;0.012907;0.258545;2.012937;4.554682;6.567620;4.276116;4.219903;
0;100000;40000000;2000000;20;0.050000;2;0.000000;0.000309;11.496502;o;0.013014;0.130864;2.146785;3.111448;5.258234;3.131287;2.962639;
0;100000;40000000;2000000;20;0.050000;2;0.000000;0.000133;11.492409;o;0.012636;0.129737;2.193835;3.126762;5.320598;3.036041;2.993169;
0;100000;40000000;2000000;20;0.050000;3;0.000000;0.000135;8.552211;o;0.013413;0.092215;2.012415;2.183033;4.195449;2.223766;2.027117;
0;100000;40000000;2000000;20;0.050000;3;0.000000;0.000380;8.414524;o;0.014639;0.093074;2.067502;2.222372;4.289876;2.037652;1.978747;
0;100000;40000000;2000000;20;0.050000;4;0.000000;0.000150;6.881517;o;0.014002;0.071557;1.882616;1.723710;3.606326;1.592029;1.597296;
0;100000;40000000;2000000;20;0.050000;4;0.000000;0.000378;7.025390;o;0.014682;0.072387;1.972947;1.739515;3.712463;1.613565;1.611716;
0;100000;40000000;2000000;20;0.050000;5;0.000000;0.000391;5.798976;o;0.014199;0.058708;1.758918;1.464609;3.223529;1.242833;1.259148;
0;100000;40000000;2000000;20;0.050000;5;0.000000;0.000341;5.956863;o;0.014522;0.058780;1.957362;1.444848;3.402212;1.237258;1.243563;
0;100000;40000000;2000000;20;0.050000;6;0.000000;0.000160;5.029458;o;0.014270;0.049192;1.704703;1.227188;2.931892;1.026109;1.007644;
0;100000;40000000;2000000;20;0.050000;6;0.000000;0.000398;5.088782;o;0.014587;0.048899;1.723797;1.258263;2.982061;1.035726;1.006922;
0;100000;40000000;2000000;20;0.050000;7;0.000000;0.000339;4.446230;o;0.015040;0.041950;1.540002;1.088501;2.628504;0.878090;0.882067;
0;100000;40000000;2000000;20;0.050000;7;0.000000;0.000407;4.519593;o;0.015231;0.042477;1.634830;1.084417;2.719248;0.880377;0.861644;
0;100000;40000000;2000000;20;0.050000;8;0.000000;0.000172;4.038825;o;0.015058;0.037821;1.496841;0.961277;2.458119;0.759219;0.768218;
0;100000;40000000;2000000;20;0.050000;8;0.000000;0.000418;4.094925;o;0.015186;0.037176;1.544025;0.982599;2.526625;0.756806;0.758492;
0;100000;40000000;2000000;20;0.050000;9;0.000000;0.000392;3.648072;o;0.015817;0.032887;1.375770;0.843853;2.219648;0.684563;0.694513;
0;100000;40000000;2000000;20;0.050000;9;0.000000;0.000384;3.726428;o;0.015479;0.033042;1.453245;0.861309;2.314556;0.679860;0.682863;
0;100000;40000000;2000000;20;0.050000;10;0.000000;0.000161;3.421799;o;0.015219;0.030322;1.342875;0.795343;2.138219;0.620483;0.617097;
0;100000;40000000;2000000;20;0.050000;10;0.000000;0.000389;3.446933;o;0.016025;0.030195;1.362167;0.815881;2.178050;0.604837;0.617180;
0;100000;40000000;2000000;20;0.050000;11;0.000000;0.000157;3.164269;o;0.017229;0.027705;1.298147;0.678065;1.976213;0.591920;0.550734;
0;100000;40000000;2000000;20;0.050000;11;0.000000;0.000361;3.258113;o;0.017335;0.027171;1.334523;0.712131;2.046655;0.600657;0.565615;
0;100000;40000000;2000000;20;0.050000;12;0.000000;0.000344;3.219502;o;0.018048;0.025535;1.444642;0.631704;2.077852;0.584376;0.512978;
0;100000;40000000;2000000;20;0.050000;12;0.000000;0.000203;3.012275;o;0.017733;0.025360;1.266231;0.595322;1.861578;0.604207;0.502887;
0;100000;40000000;2000000;20;0.050000;1;0.000000;0.000148;15.268530;o;0.012544;0.257114;1.989812;4.533782;6.523595;4.270917;4.204168;
0;100000;40000000;2000000;20;0.050000;1;0.000000;0.000265;15.378160;o;0.012870;0.258173;2.022060;4.562254;6.584316;4.306584;4.215908;
0;100000;40000000;2000000;20;0.050000;2;0.000000;0.000344;11.423703;o;0.013169;0.129572;2.084265;3.114645;5.198912;3.127477;2.954104;
0;100000;40000000;2000000;20;0.050000;2;0.000000;0.000154;11.422195;o;0.012663;0.128987;2.121408;3.135646;5.257054;3.043974;2.979237;
0;100000;40000000;2000000;20;0.050000;3;0.000000;0.000286;8.473144;o;0.013727;0.091687;2.044735;2.170912;4.215648;2.159674;1.991971;
0;100000;40000000;2000000;20;0.050000;3;0.000000;0.000375;8.618867;o;0.014324;0.092682;2.196032;2.128953;4.324989;2.063814;2.122515;
0;100000;40000000;2000000;20;0.050000;4;0.000000;0.000181;6.844608;o;0.014024;0.071545;1.912988;1.722049;3.635038;1.552301;1.571270;
0;100000;40000000;2000000;20;0.050000;4;0.000000;0.000177;7.001592;o;0.013997;0.072889;2.001172;1.766402;3.767575;1.584396;1.562341;
0;100000;40000000;2000000;20;0.050000;5;0.000000;0.000304;5.886925;o;0.014671;0.058705;1.807741;1.472854;3.280597;1.275532;1.256904;
0;100000;40000000;2000000;20;0.050000;5;0.000000;0.000329;5.881926;o;0.014148;0.058939;1.924328;1.441846;3.366175;1.219432;1.222668;
0;100000;40000000;2000000;20;0.050000;6;0.000000;0.000201;5.004462;o;0.014434;0.048873;1.634358;1.249124;2.883484;1.035342;1.021904;
0;100000;40000000;2000000;20;0.050000;6;0.000000;0.000393;5.121317;o;0.015191;0.049375;1.768457;1.253026;3.021485;1.030061;1.004590;
0;100000;40000000;2000000;20;0.050000;7;0.000000;0.000375;4.449556;o;0.014684;0.041851;1.578018;1.076844;2.654863;0.876201;0.861380;
0;100000;40000000;2000000;20;0.050000;7;0.000000;0.000172;4.511745;o;0.014179;0.042282;1.603849;1.086399;2.690249;0.902648;0.862011;
0;100000;40000000;2000000;20;0.050000;8;0.000000;0.000368;4.038595;o;0.014951;0.037404;1.469291;0.981275;2.450567;0.763628;0.771460;
0;100000;40000000;2000000;20;0.050000;8;0.000000;0.000176;4.121691;o;0.014321;0.037204;1.536049;0.991061;2.527111;0.771272;0.771324;
0;100000;40000000;2000000;20;0.050000;9;0.000000;0.000389;3.698439;o;0.015817;0.033355;1.422937;0.857982;2.280920;0.680718;0.687011;
0;100000;40000000;2000000;20;0.050000;9;0.000000;0.000416;3.736026;o;0.015637;0.032981;1.467816;0.853969;2.321785;0.688627;0.676379;
0;100000;40000000;2000000;20;0.050000;10;0.000000;0.000361;3.467163;o;0.015898;0.029966;1.369909;0.812073;2.181983;0.614281;0.624431;
0;100000;40000000;2000000;20;0.050000;10;0.000000;0.000369;3.511347;o;0.017287;0.029643;1.404983;0.834073;2.239058;0.611915;0.612763;
0;100000;40000000;2000000;20;0.050000;11;0.000000;0.000365;3.176202;o;0.017721;0.026939;1.291413;0.689106;1.980520;0.589902;0.560448;
0;100000;40000000;2000000;20;0.050000;11;0.000000;0.000386;3.255750;o;0.017635;0.026845;1.366387;0.698953;2.065341;0.588419;0.556813;
0;100000;40000000;2000000;20;0.050000;12;0.000000;0.000429;2.988137;o;0.017721;0.025337;1.225776;0.595107;1.820888;0.610972;0.512422;
0;100000;40000000;2000000;20;0.050000;12;0.000000;0.000376;3.050139;o;0.017935;0.025059;1.288834;0.602563;1.891417;0.613526;0.501529;
0;100000;40000000;2000000;20;0.050000;1;0.000000;0.000267;15.264481;o;0.012708;0.255964;2.003709;4.527517;6.531226;4.266641;4.197633;
0;100000;40000000;2000000;20;0.050000;1;0.000000;0.000281;15.384831;o;0.012683;0.257831;2.060570;4.556013;6.616584;4.347747;4.149663;
0;100000;40000000;2000000;20;0.050000;2;0.000000;0.000311;11.423315;o;0.012969;0.130910;2.114160;3.124493;5.238654;3.035736;3.004616;
0;100000;40000000;2000000;20;0.050000;2;0.000000;0.000142;11.491665;o;0.012836;0.130146;2.135203;3.155417;5.290621;3.044038;3.013767;
0;100000;40000000;2000000;20;0.050000;3;0.000000;0.000360;8.492854;o;0.014054;0.092634;2.087891;2.168032;4.255924;2.087116;2.042648;
0;100000;40000000;2000000;20;0.050000;3;0.000000;0.000363;8.651976;o;0.014512;0.092131;2.185343;2.132764;4.318109;2.142263;2.084389;
0;100000;40000000;2000000;20;0.050000;4;0.000000;0.000366;6.753366;o;0.014699;0.071433;1.879406;1.699616;3.579022;1.546339;1.541258;
0;100000;40000000;2000000;20;0.050000;4;0.000000;0.000390;7.082329;o;0.014907;0.072308;2.076320;1.774868;3.851200;1.565614;1.577637;
0;100000;40000000;2000000;20;0.050000;5;0.000000;0.000375;5.815337;o;0.014810;0.058855;1.790915;1.450674;3.241590;1.240076;1.259467;
0;100000;40000000;2000000;20;0.050000;5;0.000000;0.000191;5.838815;o;0.013954;0.059431;1.914120;1.436296;3.350417;1.218048;1.196539;
0;100000;40000000;2000000;20;0.050000;6;0.000000;0.000193;4.932313;o;0.014304;0.048958;1.630242;1.225665;2.855908;1.025806;0.986977;
0;100000;40000000;2000000;20;0.050000;6;0.000000;0.000377;5.109982;o;0.015389;0.048817;1.747378;1.252359;2.999739;1.047974;0.997446;
0;100000;40000000;2000000;20;0.050000;7;0.000000;0.000351;4.395293;o;0.015072;0.042335;1.500238;1.082341;2.582580;0.887806;0.866944;
0;100000;40000000;2000000;20;0.050000;7;0.000000;0.000179;4.542007;o;0.014835;0.042637;1.636287;1.097845;2.734133;0.888345;0.861665;
0;100000;40000000;2000000;20;0.050000;8;0.000000;0.000179;4.030566;o;0.015154;0.037124;1.462625;0.976311;2.438937;0.765650;0.773263;
0;100000;40000000;2000000;20;0.050000;8;0.000000;0.000192;4.100935;o;0.014575;0.037089;1.551656;0.979173;2.530830;0.755513;0.762520;
0;100000;40000000;2000000;20;0.050000;9;0.000000;0.000346;3.610461;o;0.015461;0.033012;1.373617;0.836523;2.210141;0.670615;0.680576;
0;100000;40000000;2000000;20;0.050000;9;0.000000;0.000186;3.777279;o;0.014821;0.033315;1.491125;0.873824;2.364950;0.685315;0.678457;
0;100000;40000000;2000000;20;0.050000;10;0.000000;0.000352;3.390524;o;0.015698;0.030270;1.316326;0.778692;2.095020;0.626447;0.622402;
0;100000;40000000;2000000;20;0.050000;11;0.000000;0.000376;3.135293;o;0.016817;0.027327;1.265646;0.686047;1.951694;0.583501;0.555175;
0;100000;40000000;2000000;20;0.050000;10;0.000000;0.000366;3.523573;o;0.015578;0.029947;1.439497;0.809277;2.248799;0.613665;0.614957;
0;100000;40000000;2000000;20;0.050000;12;0.000000;0.000364;3.311438;o;0.016246;0.025240;1.557084;0.659379;2.217936;0.541241;0.510112;
0;100000;40000000;2000000;20;0.050000;11;0.000000;0.000333;3.246801;o;0.016984;0.026882;1.354664;0.693237;2.047928;0.602971;0.551354;
0;100000;40000000;2000000;20;0.050000;12;0.000000;0.000369;3.019241;o;0.017072;0.025625;1.280408;0.628662;1.909094;0.562275;0.504413;
0;100000;40000000;2000000;20;0.050000;1;0.000000;0.000294;15.377748;o;0.013260;0.262279;2.013082;4.575295;6.588378;4.300078;4.213413;
0;100000;40000000;2000000;20;0.050000;1;0.000000;0.000308;15.324381;o;0.013531;0.258646;1.997519;4.562561;6.560081;4.333482;4.158284;
0;100000;40000000;2000000;20;0.050000;2;0.000000;0.000131;11.249470;o;0.012885;0.129185;2.102406;2.978229;5.080635;3.056454;2.970073;
0;100000;40000000;2000000;20;0.050000;2;0.000000;0.000140;11.341523;o;0.012589;0.129481;2.225686;3.053968;5.279655;2.939762;2.979778;
0;100000;40000000;2000000;20;0.050000;3;0.000000;0.000171;8.561440;o;0.013868;0.091803;2.049018;2.215150;4.264169;2.196699;1.994552;
0;100000;40000000;2000000;20;0.050000;3;0.000000;0.000329;8.577534;o;0.014180;0.092526;2.098290;2.222860;4.321152;2.123947;2.025187;
0;100000;40000000;2000000;20;0.050000;4;0.000000;0.000172;6.886501;o;0.013584;0.071304;1.913974;1.725934;3.639910;1.584058;1.577210;
0;100000;40000000;2000000;20;0.050000;4;0.000000;0.000356;7.097633;o;0.014271;0.072496;2.025651;1.759222;3.784875;1.607444;1.618049;
0;100000;40000000;2000000;20;0.050000;5;0.000000;0.000381;5.779461;o;0.014612;0.058723;1.749932;1.464148;3.214081;1.241823;1.249658;
0;100000;40000000;2000000;20;0.050000;5;0.000000;0.000311;5.960653;o;0.014310;0.058595;1.889656;1.455436;3.345094;1.264847;1.277350;
0;100000;40000000;2000000;20;0.050000;6;0.000000;0.000345;4.945026;o;0.014983;0.049162;1.643435;1.215835;2.859271;1.027779;0.993194;
0;100000;40000000;2000000;20;0.050000;6;0.000000;0.000380;5.094491;o;0.014813;0.049331;1.731934;1.252826;2.984761;1.032239;1.012737;
0;100000;40000000;2000000;20;0.050000;7;0.000000;0.001806;4.441940;o;0.015302;0.042142;1.518456;1.097013;2.615470;0.917845;0.849173;
0;100000;40000000;2000000;20;0.050000;8;0.000000;0.000178;3.963159;o;0.015460;0.037178;1.417450;0.964383;2.381834;0.771426;0.756862;
0;100000;40000000;2000000;20;0.050000;7;0.000000;0.000360;4.552828;o;0.014403;0.041888;1.658924;1.092280;2.751206;0.883542;0.861219;
0;100000;40000000;2000000;20;0.050000;9;0.000000;0.000341;3.638490;o;0.015541;0.033003;1.391220;0.838550;2.229771;0.670773;0.688746;
0;100000;40000000;2000000;20;0.050000;8;0.000000;0.000368;4.111769;o;0.014796;0.037548;1.527461;0.980500;2.507962;0.789834;0.760642;
0;100000;40000000;2000000;20;0.050000;10;0.000000;0.000377;3.419138;o;0.016339;0.030135;1.350873;0.794638;2.145517;0.610872;0.615626;
0;100000;40000000;2000000;20;0.050000;9;0.000000;0.000153;3.737627;o;0.015239;0.033099;1.461842;0.858729;2.320572;0.678905;0.689428;
0;100000;40000000;2000000;20;0.050000;11;0.000000;0.000365;3.156555;o;0.018547;0.027422;1.276521;0.687260;1.965245;0.594650;0.550044;
0;100000;40000000;2000000;20;0.050000;10;0.000000;0.000385;3.466288;o;0.015569;0.029985;1.401872;0.790822;2.192696;0.611629;0.615767;
0;100000;40000000;2000000;20;0.050000;12;0.000000;0.000195;2.974832;o;0.016152;0.025353;1.231184;0.593313;1.825063;0.606096;0.501651;
0;100000;40000000;2000000;20;0.050000;11;0.000000;0.000336;3.286729;o;0.017528;0.026942;1.318345;0.694442;2.012788;0.627877;0.600933;
0;100000;40000000;2000000;20;0.050000;12;0.000000;0.000405;3.291943;o;0.023757;0.026038;1.422986;0.684671;2.109176;0.586719;0.545480;
