min;max;size;buckets;mean_elements_in_bucket;threads;time_allocate_sync;time_deallocate;time_all;error;0;0;0;0;0;0;0;0;0;
0;2147483647;13333332;1333334;10;1610.611930;4;0.000000;0.000117;1.633402;o;0.009293;0.025683;0.565869;0.269699;0.835569;0.423333;0.339294;1.633271;
0;2147483647;16666665;1666667;10;1288.489931;5;0.000000;0.000237;1.951226;o;0.012900;0.025690;0.613964;0.362678;0.976642;0.532733;0.402828;1.950975;
0;2147483647;19999998;2000000;10;1073.741824;6;0.000000;0.000363;2.830977;o;0.021864;0.028433;1.099853;0.453630;1.553484;0.730520;0.496115;2.830601;
0;2147483647;23333331;2333334;10;920.349871;7;0.000000;0.000952;3.174647;o;0.024868;0.028394;1.119013;0.479755;1.600292;0.866507;0.650370;3.173682;
0;2147483647;26666664;2666667;10;805.306267;8;0.000000;0.000393;3.525680;o;0.035177;0.029647;1.249045;0.645089;1.894136;0.911189;0.651914;3.525273;
0;2147483647;29999997;3000000;10;715.827882;9;0.000000;0.000494;4.138749;o;0.038243;0.028271;1.441895;0.869880;2.311776;1.028681;0.724016;4.138241;
0;2147483647;33333330;3333333;10;644.245159;10;0.000000;0.000247;4.062449;o;0.046156;0.028812;1.514654;0.846324;2.360979;0.958911;0.659256;4.062188;
0;2147483647;36666663;3666667;10;585.677305;11;0.000000;0.000383;4.626636;o;0.047677;0.028114;1.914323;0.908160;2.824007;0.951567;0.766753;4.626240;
0;2147483647;39999996;4000000;10;536.870912;12;0.000000;0.002048;4.685192;o;0.055543;0.041734;1.831579;0.895982;2.729075;0.950949;0.896262;4.683130;
0;2147483647;3333333;333334;10;6442.438056;1;0.000000;0.000288;1.125474;o;0.002571;0.024892;0.178410;0.271047;0.449458;0.362559;0.285663;1.125173;
0;2147483647;6666666;666667;10;3221.223860;2;0.000000;0.000248;1.452592;o;0.004985;0.025559;0.441437;0.247190;0.688628;0.423698;0.309396;1.452331;
0;2147483647;9999999;1000000;10;2147.483647;3;0.000000;0.000185;1.569855;o;0.007456;0.025455;0.519799;0.265495;0.785295;0.421994;0.329353;1.569657;
0;2147483647;13333332;1333334;10;1610.611930;4;0.000000;0.000293;1.644249;o;0.009514;0.025427;0.567976;0.269280;0.837257;0.424733;0.346903;1.643943;
0;2147483647;16666665;1666667;10;1288.489931;5;0.000000;0.000266;1.935373;o;0.012418;0.025382;0.611870;0.333411;0.945282;0.528066;0.423776;1.935095;
0;2147483647;19999998;2000000;10;1073.741824;6;0.000000;0.000870;2.906594;o;0.020405;0.029046;1.083195;0.553328;1.636524;0.673501;0.546060;2.905710;
0;2147483647;23333331;2333334;10;920.349871;7;0.000000;0.000901;3.080931;o;0.023849;0.027691;1.129972;0.577004;1.706978;0.762557;0.557202;3.080015;
0;2147483647;26666664;2666667;10;805.306267;8;0.000000;0.001334;3.726518;o;0.031768;0.029504;1.251273;0.686848;1.938122;0.934672;0.786235;3.725170;
0;2147483647;29999997;3000000;10;715.827882;9;0.000000;0.000314;3.788412;o;0.039875;0.029054;1.395698;0.730673;2.126373;0.909094;0.675812;3.788084;
0;2147483647;33333330;3333333;10;644.245159;10;0.000000;0.000855;4.357841;o;0.042419;0.028864;1.584017;0.875105;2.459124;1.014059;0.804638;4.356972;
0;2147483647;36666663;3666667;10;585.677305;11;0.000000;0.000378;4.159093;o;0.046694;0.028894;1.574749;0.962426;2.537176;0.833168;0.699608;4.158701;
0;2147483647;39999996;4000000;10;536.870912;12;0.000000;0.000391;4.497035;o;0.051896;0.036143;1.741651;0.959383;2.702543;0.863789;0.827707;4.496631;
