min;max;size;buckets;mean_elements_in_bucket;threads;time_allocate_sync;time_deallocate;time_all;error;0;0;0;0;0;0;0;0;
0;100000;70000000;1428572;49;0.070000;1;0.000000;0.000247;38.419168;o;0.010134;0.520938;6.245923;10.708218;16.954142;10.756689;10.176971;
0;100000;70000000;1346154;52;0.074286;1;0.000000;0.000291;38.214264;o;0.009329;0.522279;5.744724;10.927648;16.672374;10.794939;10.214999;
0;100000;70000000;1272728;55;0.078571;1;0.000000;0.000203;38.079759;o;0.008706;0.521163;5.813345;10.810410;16.623756;10.739107;10.186779;
0;100000;70000000;1206897;58;0.082857;1;0.000000;0.000269;38.163894;o;0.008468;0.520758;5.798993;10.868300;16.667294;10.745938;10.221122;
0;100000;70000000;1147541;61;0.087143;1;0.000000;0.000350;38.288324;o;0.008405;0.520844;5.943627;10.740424;16.684053;10.762753;10.311872;
0;100000;70000000;1093750;64;0.091429;1;0.000000;0.000151;38.189728;o;0.007567;0.520936;5.826660;10.836549;16.663209;10.768518;10.229303;
0;100000;70000000;1044777;67;0.095714;1;0.000000;0.000227;38.231279;o;0.007250;0.520706;5.871430;10.838051;16.709483;10.792578;10.200988;
0;100000;70000000;1000000;70;0.100000;1;0.000000;0.000333;38.182452;o;0.007484;0.520741;5.879568;10.820181;16.699750;10.747742;10.206356;
0;100000;70000000;958905;73;0.104286;1;0.000000;0.000300;38.216239;o;0.007463;0.521197;5.864050;10.813871;16.677923;10.778790;10.230517;
0;100000;70000000;921053;76;0.108571;1;0.000000;0.000239;38.375713;o;0.006640;0.520662;5.904659;10.857508;16.762168;10.873598;10.212358;
0;100000;70000000;886076;79;0.112857;1;0.000000;0.000217;37.935659;o;0.006681;0.521217;5.935148;10.807727;16.742876;10.383576;10.281041;
0;100000;70000000;853659;82;0.117143;1;0.000000;0.000178;38.503011;o;0.006317;0.521053;5.970412;10.851266;16.821679;10.835283;10.318455;
0;100000;70000000;823530;85;0.121428;1;0.000000;0.000289;38.307146;o;0.006341;0.521669;5.930627;10.798305;16.728933;10.800203;10.249665;
0;100000;70000000;795455;88;0.125714;1;0.000000;0.000270;38.396116;o;0.006342;0.521097;5.983520;10.752149;16.735669;10.779442;10.353252;
0;100000;70000000;769231;91;0.130000;1;0.000000;0.000214;38.528196;o;0.005623;0.521450;5.805804;10.986229;16.792034;10.889099;10.319726;
0;100000;70000000;744681;94;0.134286;1;0.000000;0.000196;38.672462;o;0.005259;0.521692;6.004306;10.922293;16.926601;10.831560;10.387110;
0;100000;70000000;721650;97;0.138571;1;0.000000;0.000293;38.698617;o;0.005277;0.521438;5.992339;10.857339;16.849679;10.875956;10.445928;
0;100000;70000000;700000;100;0.142857;1;0.000000;0.000289;38.851578;o;0.005349;0.521850;6.071656;10.983707;17.055365;10.854331;10.414346;
0;100000;70000000;679612;103;0.147143;1;0.000000;0.000278;38.581799;o;0.005295;0.522973;6.002484;10.848230;16.850715;10.842276;10.360216;
0;100000;70000000;660378;106;0.151428;1;0.000000;0.000228;38.556796;o;0.005054;0.520704;5.948268;10.850447;16.798716;10.856096;10.375953;
0;100000;70000000;642202;109;0.155714;1;0.000000;0.000192;38.790280;o;0.004239;0.521730;5.900910;11.010519;16.911430;10.941434;10.411208;
0;100000;70000000;625000;112;0.160000;1;0.000000;0.000179;38.730884;o;0.004288;0.521290;5.956644;10.911358;16.868004;10.882156;10.454921;
0;100000;70000000;608696;115;0.164286;1;0.000000;0.000173;39.094456;o;0.004421;0.521427;6.085257;10.965003;17.050261;10.949743;10.568385;
0;100000;70000000;593221;118;0.168571;1;0.000000;0.000158;39.006608;o;0.004463;0.521554;6.133933;11.019366;17.153300;10.897891;10.429189;
0;100000;70000000;578513;121;0.172857;1;0.000000;0.000272;41.314511;o;0.004153;0.521579;6.133459;11.008436;17.141896;11.677899;11.968661;
0;100000;70000000;564517;124;0.177143;1;0.000000;0.000132;44.385973;o;0.004242;0.527320;7.145560;12.647931;19.793493;12.149314;11.911424;
0;100000;70000000;551182;127;0.181428;1;0.000000;0.000243;44.419481;o;0.003793;0.525644;7.296607;12.570671;19.867280;12.149276;11.873193;
0;100000;70000000;538462;130;0.185714;1;0.000000;0.000250;44.456824;o;0.004152;0.526767;7.202393;12.662365;19.864759;12.145118;11.915729;
0;100000;70000000;526316;133;0.190000;1;0.000000;0.000234;44.270714;o;0.004145;0.527486;7.644432;12.618066;20.262499;12.019086;11.457216;
0;100000;70000000;514706;136;0.194286;1;0.000000;0.000204;41.382089;o;0.003740;0.524790;6.933514;11.728935;18.662450;10.585334;11.605527;
0;100000;70000000;503598;139;0.198571;1;0.000000;0.000187;42.940457;o;0.003522;0.523702;6.874832;12.239017;19.113850;11.701259;11.597887;
0;100000;70000000;492958;142;0.202857;1;0.000000;0.000195;40.071295;o;0.003717;0.523307;6.853649;11.516104;18.369754;10.749274;10.425001;
0;100000;70000000;482759;145;0.207143;1;0.000000;0.000169;38.585519;o;0.003401;0.521001;5.907785;10.837401;16.745187;10.903840;10.411876;
0;100000;70000000;472973;148;0.211429;1;0.000000;0.000324;38.760897;o;0.004056;0.521167;6.052849;10.943436;16.996287;10.841805;10.397212;
0;100000;70000000;463577;151;0.215714;1;0.000000;0.000283;38.923754;o;0.003575;0.521396;6.046904;10.918952;16.965858;10.918064;10.514531;
0;100000;70000000;454546;154;0.220000;1;0.000000;0.000139;38.915016;o;0.003264;0.521779;6.000072;11.018127;17.018201;10.874915;10.496669;
0;100000;70000000;445860;157;0.224286;1;0.000000;0.000137;39.041229;o;0.003214;0.521509;6.043040;11.019030;17.062070;10.891961;10.562289;
0;100000;70000000;437500;160;0.228571;1;0.000000;0.000268;39.384617;o;0.003465;0.521311;6.113100;11.144499;17.257600;10.971258;10.630669;
0;100000;70000000;429448;163;0.232857;1;0.000000;0.000136;39.428206;o;0.003562;0.521174;6.145753;11.182706;17.328460;10.954874;10.619952;
0;100000;70000000;421687;166;0.237143;1;0.000000;0.000234;39.030511;o;0.003069;0.521548;6.092793;11.261015;17.353809;11.059258;10.092547;
0;100000;70000000;414202;169;0.241428;1;0.000000;0.000256;39.705032;o;0.003312;0.521342;6.171277;11.154780;17.326058;11.089400;10.764616;
0;100000;70000000;406977;172;0.245714;1;0.000000;0.000213;40.137875;o;0.002873;0.521670;6.209165;11.602747;17.811913;11.215016;10.586145;
0;100000;70000000;400000;175;0.250000;1;0.000000;0.000200;41.183077;o;0.002627;0.521884;6.130762;11.074534;17.205297;11.641163;11.811860;
0;100000;70000000;393259;178;0.254285;1;0.000000;0.000221;43.393871;o;0.003352;0.524969;6.986587;12.299495;19.286083;11.907240;11.671958;
0;100000;70000000;386741;181;0.258571;1;0.000000;0.000231;42.288989;o;0.003398;0.524283;6.958381;12.373645;19.332028;11.987307;10.441690;
0;100000;70000000;380435;184;0.262857;1;0.000000;0.000228;38.798772;o;0.003624;0.521096;5.914918;11.035267;16.950186;10.960452;10.363140;
0;100000;70000000;374332;187;0.267143;1;0.000000;0.000213;38.689886;o;0.003268;0.521368;5.982138;10.873150;16.855290;10.920249;10.389456;
0;100000;70000000;368422;190;0.271428;1;0.000000;0.000190;38.827658;o;0.002863;0.522682;5.756108;11.080264;16.836373;11.062963;10.402541;
0;100000;70000000;362695;193;0.275714;1;0.000000;0.000206;38.930502;o;0.003204;0.521323;5.839278;11.108449;16.947729;11.027145;10.430850;
0;100000;70000000;357143;196;0.280000;1;0.000000;0.000200;38.946189;o;0.003173;0.520998;5.763389;11.117807;16.881196;11.075949;10.464625;
0;100000;70000000;351759;199;0.284286;1;0.000000;0.000182;39.411863;o;0.002973;0.521396;5.745047;11.303975;17.049023;11.189173;10.649072;
0;100000;70000000;346535;202;0.288571;1;0.000000;0.000303;39.404843;o;0.002781;0.521411;5.816995;11.273172;17.090168;11.154515;10.635619;
0;100000;70000000;341464;205;0.292857;1;0.000000;0.000153;39.388336;o;0.002535;0.521986;5.798606;11.350205;17.148812;11.111559;10.603240;
0;100000;70000000;336539;208;0.297142;1;0.000000;0.000288;39.942623;o;0.002657;0.521692;5.854886;11.494643;17.349531;11.258166;10.810244;
0;100000;70000000;331754;211;0.301428;1;0.000000;0.000300;40.224638;o;0.002863;0.521670;5.786699;11.294708;17.081409;11.078402;11.539951;
0;100000;70000000;327103;214;0.305714;1;0.000000;0.000288;43.305706;o;0.002708;0.526449;6.672718;12.426875;19.099595;11.899266;11.777351;
0;100000;70000000;322581;217;0.310000;1;0.000000;0.000291;42.836484;o;0.002828;0.524336;6.727252;12.409222;19.136476;11.870390;11.302116;
0;100000;70000000;318182;220;0.314286;1;0.000000;0.000144;38.288916;o;0.002695;0.520365;5.300072;11.214686;16.514759;10.944362;10.306548;
0;100000;70000000;313902;223;0.318571;1;0.000000;0.000278;38.361472;o;0.002700;0.521078;5.410591;11.168158;16.578750;10.955511;10.303111;
0;100000;70000000;309735;226;0.322857;1;0.000000;0.000249;38.537515;o;0.002406;0.521261;5.350173;11.213360;16.563534;11.007719;10.442301;
0;100000;70000000;305677;229;0.327143;1;0.000000;0.000131;38.558582;o;0.002556;0.521770;5.368366;11.277547;16.645914;11.018646;10.369519;
0;100000;70000000;301725;232;0.331428;1;0.000000;0.000269;38.687878;o;0.002740;0.521718;5.414151;11.267641;16.681793;11.047892;10.433423;
0;100000;70000000;297873;235;0.335714;1;0.000000;0.000236;38.969012;o;0.002142;0.523375;5.396079;11.393764;16.789844;11.116310;10.537060;
0;100000;70000000;294118;238;0.340000;1;0.000000;0.000234;39.218436;o;0.002365;0.521057;5.418013;11.449853;16.867867;11.179157;10.647713;
0;100000;70000000;290457;241;0.344285;1;0.000000;0.000125;39.172355;o;0.002570;0.521208;5.365565;11.421187;16.786753;11.224804;10.636852;
0;100000;70000000;286886;244;0.348571;1;0.000000;0.000227;39.196975;o;0.002245;0.521593;5.530191;11.531612;17.061805;11.094724;10.516334;
0;100000;70000000;283401;247;0.352857;1;0.000000;0.000250;43.022734;o;0.002636;0.524791;6.346160;12.365217;18.711379;12.024344;11.759286;
0;100000;70000000;70000000;1;0.001429;1;0.000000;0.002840;46.220726;o;0.457067;0.525669;7.222440;13.272641;20.495082;12.622843;12.117179;
0;100000;70000000;17500000;4;0.005714;1;0.000000;0.000739;39.626354;o;0.113939;0.525377;6.403375;11.302059;17.705435;11.001572;10.279242;
0;100000;70000000;10000000;7;0.010000;1;0.000000;0.000615;38.928649;o;0.065778;0.522827;6.085759;11.295933;17.381694;10.532716;10.424972;
0;100000;70000000;7000000;10;0.014286;1;0.000000;0.000375;39.330271;o;0.046181;0.521475;6.120229;11.295945;17.416175;10.917943;10.428075;
0;100000;70000000;5384616;13;0.018571;1;0.000000;0.000385;39.288535;o;0.035444;0.520901;6.148911;11.177849;17.326761;10.909238;10.495761;
0;100000;70000000;4375000;16;0.022857;1;0.000000;0.000284;39.421229;o;0.029182;0.520948;6.141011;11.124129;17.265141;11.008784;10.596846;
0;100000;70000000;3684211;19;0.027143;1;0.000000;0.000218;39.565855;o;0.024379;0.520936;6.113745;11.196872;17.310619;11.092201;10.617459;
