min;max;size;buckets;mean_elements_in_bucket;threads;time_allocate_sync;time_deallocate;time_all;error;0;0;0;0;0;0;0;
0;2147483647;10000000;5000000;2;429.496729;1;0.000000;0.000301;3.736799;o;0.022300;0.075826;1.240866;0.731488;1.972354;0.957918;0.708072;
0;2147483647;10000000;3333334;3;644.244965;1;0.000000;0.000128;4.155614;o;0.016703;0.075049;1.242996;0.841759;2.084756;1.236052;0.742904;
0;2147483647;10000000;2500000;4;858.993459;1;0.000000;0.000179;4.180095;o;0.010926;0.057656;1.149857;0.765915;1.915773;1.450109;0.745433;
0;2147483647;10000000;2000000;5;1073.741824;1;0.000000;0.000200;4.269466;o;0.010579;0.057756;1.120827;0.875346;1.996175;1.435902;0.768830;
0;2147483647;10000000;1666667;6;1288.489931;1;0.000000;0.000112;4.358292;o;0.006629;0.055401;1.089510;0.948944;2.038455;1.415683;0.841991;
0;2147483647;10000000;1428572;7;1503.237952;1;0.000000;0.000225;4.655424;o;0.006702;0.057207;1.117776;1.044564;2.162341;1.463307;0.965621;
0;2147483647;10000000;1250000;8;1717.986918;1;0.000000;0.000176;5.131394;o;0.006055;0.057441;1.077126;1.164466;2.241593;1.747101;1.079008;
0;2147483647;10000000;1111112;9;1932.733736;1;0.000000;0.000171;5.104434;o;0.004929;0.056423;1.206182;1.213006;2.419190;1.454674;1.169028;
0;2147483647;10000000;1000000;10;2147.483647;1;0.000000;0.000180;5.018557;o;0.004415;0.056087;1.094669;1.184847;2.279517;1.463789;1.214546;
0;2147483647;10000000;909091;11;2362.231775;1;0.000000;0.000126;5.012040;o;0.004773;0.056478;1.045960;1.220429;2.266391;1.464692;1.219552;
0;2147483647;10000000;833334;12;2576.978315;1;0.000000;0.000062;6.638015;o;0.003093;0.059117;1.164959;2.212124;3.377084;1.580883;1.617757;
0;2147483647;10000000;769231;13;2791.727904;1;0.000000;0.000111;4.991684;o;0.003289;0.079556;1.015987;1.248682;2.264670;1.413856;1.230183;
0;2147483647;10000000;714286;14;3006.475903;1;0.000000;0.000179;6.351630;o;0.005114;0.057832;0.991172;1.485594;2.476767;2.041979;1.769741;
0;2147483647;10000000;666667;15;3221.223860;1;0.000000;0.000117;6.063613;o;0.004940;0.060148;1.362467;1.729677;3.092146;1.563366;1.342866;
0;2147483647;10000000;625000;16;3435.973835;1;0.000000;0.000090;5.083500;o;0.002594;0.059762;0.937810;1.324554;2.262364;1.493493;1.265178;
0;2147483647;10000000;588236;17;3650.717819;1;0.000000;0.000171;5.052054;o;0.002988;0.056822;0.961629;1.251564;2.213195;1.511211;1.267646;
0;2147483647;10000000;555556;18;3865.467472;1;0.000000;0.000050;5.108511;o;0.002200;0.056046;0.913495;1.279351;2.192847;1.557052;1.300289;
0;2147483647;10000000;526316;19;4080.217297;1;0.000000;0.000111;5.193976;o;0.002380;0.058847;0.910703;1.273033;2.183737;1.613654;1.335228;
0;2147483647;10000000;500000;20;4294.967294;1;0.000000;0.000095;5.030854;o;0.002638;0.057362;0.897664;1.273045;2.170711;1.521441;1.278590;
0;2147483647;10000000;476191;21;4509.710698;1;0.000000;0.000066;5.065831;o;0.001972;0.057046;0.899883;1.271504;2.171388;1.531607;1.303732;
0;2147483647;10000000;454546;22;4724.458354;1;0.000000;0.000160;5.033490;o;0.002543;0.057560;0.880534;1.267033;2.147570;1.544862;1.280772;
0;2147483647;10000000;434783;23;4939.207943;1;0.000000;0.000054;5.130985;o;0.001764;0.060730;0.897621;1.300868;2.198490;1.560020;1.309908;
0;2147483647;10000000;416667;24;5153.956630;1;0.000000;0.000168;4.928284;o;0.002607;0.056276;0.812144;1.249379;2.061525;1.535808;1.271876;
0;2147483647;10000000;400000;25;5368.709117;1;0.000000;0.000126;5.151183;o;0.001998;0.059671;0.794851;1.282300;2.077151;1.699319;1.312898;
0;2147483647;10000000;384616;26;5583.448549;1;0.000000;0.000100;4.976646;o;0.001878;0.056563;0.808364;1.266599;2.074964;1.572750;1.270372;
0;2147483647;10000000;370371;27;5798.195990;1;0.000000;0.000096;4.946882;o;0.001767;0.058244;0.760858;1.293204;2.054063;1.569436;1.263241;
0;2147483647;10000000;357143;28;6012.951806;1;0.000000;0.000088;4.979507;o;0.001822;0.057440;0.752591;1.303528;2.056121;1.591554;1.272461;
0;2147483647;10000000;344828;29;6227.695103;1;0.000000;0.000081;4.936605;o;0.001499;0.056431;0.730409;1.287787;2.018197;1.583673;1.276691;
0;2147483647;10000000;333334;30;6442.438056;1;0.000000;0.000065;4.909696;o;0.001502;0.057264;0.735375;1.256700;1.992076;1.586883;1.271887;
0;2147483647;10000000;322581;31;6657.191983;1;0.000000;0.000069;4.981742;o;0.001416;0.058521;0.718410;1.290297;2.008709;1.633118;1.279887;
0;2147483647;10000000;312500;32;6871.947670;1;0.000000;0.000178;5.116939;o;0.001852;0.059804;0.706140;1.268210;1.974351;1.609671;1.471066;
0;2147483647;10000000;303031;33;7086.679736;1;0.000001;0.000120;4.986463;o;0.002895;0.059836;0.779758;1.288404;2.068162;1.597548;1.257864;
0;2147483647;10000000;294118;34;7301.435638;1;0.000000;0.000126;5.241179;o;0.001963;0.056832;0.687425;1.454916;2.142342;1.744583;1.295281;
0;2147483647;10000000;285715;35;7516.173974;1;0.000000;0.000108;4.923923;o;0.002007;0.056672;0.669343;1.278759;1.948117;1.640271;1.276726;
0;2147483647;10000000;277778;36;7730.934944;1;0.000000;0.000109;4.886041;o;0.001567;0.056696;0.659612;1.262125;1.921738;1.635996;1.269915;
0;2147483647;10000000;270271;37;7945.668041;1;0.000000;0.000121;5.151746;o;0.001887;0.059208;0.837678;1.296724;2.134404;1.653967;1.302128;
0;2147483647;10000000;263158;38;8160.434594;1;0.000000;0.000105;4.914530;o;0.001491;0.056643;0.640784;1.277492;1.918277;1.650647;1.287347;
0;2147483647;10000000;256411;39;8375.161935;1;0.000000;0.000084;4.934659;o;0.001409;0.057096;0.617462;1.282485;1.899948;1.668964;1.307139;
0;2147483647;10000000;250000;40;8589.934588;1;0.000000;0.000174;4.994212;o;0.001951;0.056419;0.660160;1.290646;1.950807;1.681947;1.302883;
0;2147483647;10000000;243903;41;8804.662702;1;0.000000;0.000087;6.153040;o;0.002147;0.059189;0.656630;2.033020;2.689651;1.987785;1.414160;
0;2147483647;10000000;238096;42;9019.402455;1;0.000000;0.000115;5.143927;o;0.001394;0.059544;0.706399;1.280130;1.986530;1.723596;1.372730;
0;2147483647;10000000;232559;43;9234.145516;1;0.000000;0.000102;5.235506;o;0.001644;0.057446;0.683345;1.430787;2.114133;1.746312;1.315849;
0;2147483647;10000000;227273;44;9448.916708;1;0.000000;0.000098;5.934220;o;0.001288;0.058635;0.583578;1.294089;1.877669;2.156569;1.839942;
