min;max;size;buckets;mean_elements_in_bucket;threads;time_allocate_sync;time_deallocate;time_all;error;0;0;0;0;0;0;0;0;0;
0;2147483647;33333330;33333330;1;64.424516;10;0.000000;0.014005;3.100794;o;0.279336;0.026164;1.207337;0.974457;2.181796;0.307868;0.289874;3.086776;
0;2147483647;36666663;36666664;1;58.567740;11;0.000000;0.017936;3.529772;o;0.323535;0.026037;1.428620;1.077022;2.507168;0.332367;0.319343;3.511824;
0;2147483647;39999996;39999996;1;53.687097;12;0.000000;0.022459;5.001749;o;0.416938;0.027571;1.807549;1.496075;3.303636;0.519223;0.704704;4.979276;
0;2147483647;3333333;3333333;1;644.245159;1;0.000000;0.000407;0.973228;o;0.022467;0.022915;0.355346;0.213773;0.569120;0.190772;0.167507;0.972809;
0;2147483647;6666666;6666666;1;322.122579;2;0.000000;0.000807;1.430601;o;0.044963;0.024603;0.565067;0.275922;0.840990;0.302511;0.216584;1.429782;
0;2147483647;9999999;9999999;1;214.748386;3;0.000000;0.002012;1.900973;o;0.068499;0.026244;0.798474;0.425747;1.224223;0.326126;0.253651;1.898949;
0;2147483647;13333332;13333332;1;161.061290;4;0.000000;0.002590;2.167886;o;0.092809;0.025982;0.940320;0.568376;1.508698;0.303976;0.233620;2.165283;
0;2147483647;16666665;16666665;1;128.849032;5;0.000000;0.003896;2.449750;o;0.116228;0.025899;1.042515;0.593696;1.636213;0.347779;0.319534;2.445840;
0;2147483647;19999998;19999998;1;107.374193;6;0.000000;0.005659;2.611495;o;0.143053;0.025830;1.014234;0.748626;1.762861;0.396139;0.277676;2.605823;
0;2147483647;23333331;23333332;1;92.035019;7;0.000000;0.007752;2.709425;o;0.167659;0.026010;1.053892;0.820011;1.873904;0.376717;0.257147;2.701660;
0;2147483647;26666664;26666664;1;80.530645;8;0.000000;0.010044;3.017860;o;0.203894;0.025826;1.232650;0.899390;2.132042;0.291106;0.354701;3.007804;
0;2147483647;29999997;29999996;1;71.582798;9;0.000000;0.011398;2.913715;o;0.228812;0.026145;1.137423;0.980482;2.117910;0.289597;0.238061;2.902305;
0;2147483647;33333330;33333330;1;64.424516;10;0.000000;0.013966;3.130979;o;0.278397;0.026645;1.232197;1.029640;2.263356;0.288595;0.256720;3.117001;
0;2147483647;36666663;36666664;1;58.567740;11;0.000000;0.017532;3.328676;o;0.324030;0.026265;1.277372;1.076517;2.355436;0.305260;0.295275;3.311131;
0;2147483647;39999996;39999996;1;53.687097;12;0.000000;0.022952;4.648427;o;0.429566;0.028064;1.674500;1.487897;3.167576;0.532406;0.450257;4.625462;
0;2147483647;3333333;3333333;1;644.245159;1;0.000000;0.000379;0.941567;o;0.022393;0.023057;0.345782;0.205592;0.551375;0.184941;0.159378;0.941174;
0;2147483647;6666666;6666666;1;322.122579;2;0.000000;0.000840;1.394815;o;0.044790;0.024891;0.570405;0.275518;0.845924;0.278892;0.199364;1.393962;
0;2147483647;9999999;9999999;1;214.748386;3;0.000000;0.002019;1.975159;o;0.068994;0.026513;0.782218;0.417013;1.199233;0.358531;0.319729;1.973127;
0;2147483647;13333332;13333332;1;161.061290;4;0.000000;0.002739;2.217221;o;0.094232;0.026136;0.923127;0.560371;1.483500;0.273969;0.336419;2.214469;
0;2147483647;16666665;16666665;1;128.849032;5;0.000000;0.003942;2.346651;o;0.116538;0.026366;0.940525;0.682326;1.622852;0.323989;0.252768;2.342695;
0;2147483647;19999998;19999998;1;107.374193;6;0.000000;0.005677;2.566727;o;0.141841;0.025693;1.025662;0.741439;1.767102;0.341145;0.285024;2.561037;
0;2147483647;23333331;23333332;1;92.035019;7;0.000000;0.007063;2.696406;o;0.166793;0.026661;1.047813;0.794998;1.842812;0.364411;0.288420;2.689330;
0;2147483647;26666664;26666664;1;80.530645;8;0.000000;0.008993;2.844633;o;0.199951;0.026114;1.115356;0.896246;2.011604;0.281383;0.314784;2.835627;
0;2147483647;29999997;29999996;1;71.582798;9;0.000000;0.011196;2.989315;o;0.230064;0.026099;1.169283;0.965050;2.134334;0.297421;0.289918;2.978106;
0;2147483647;33333330;33333330;1;64.424516;10;0.000000;0.014480;3.146628;o;0.274776;0.026057;1.212821;1.008195;2.221017;0.319772;0.288655;3.132135;
0;2147483647;36666663;36666664;1;58.567740;11;0.000000;0.019785;4.040649;o;0.323070;0.026672;1.970976;1.096331;3.068155;0.315489;0.284171;4.020851;
0;2147483647;39999996;39999996;1;53.687097;12;0.000000;0.021319;5.218134;o;0.476108;0.040695;2.223371;1.392615;3.617500;0.497709;0.556938;5.196803;
