min;max;size;buckets;mean_elements_in_bucket;threads;time_allocate_sync;time_deallocate;time_all;error;0;0;0;0;0;0;0;0;0;
0;2147483647;41666666;41666664;1;51.539611;1;0.000000;0.001506;12.394481;o;0.265294;0.266734;4.627412;2.831669;7.459082;2.336935;2.064884;12.392962;
0;2147483647;83333332;83333328;1;25.769805;2;0.000000;0.006058;20.429203;o;0.518155;0.276623;9.408211;4.268097;13.676308;3.032242;2.919663;20.423134;
0;2147483647;124999998;125000000;1;17.179869;3;0.000000;0.013797;27.280848;o;0.824310;0.290512;11.425912;6.541100;17.967013;4.181834;4.003230;27.267039;
0;2147483647;166666664;166666656;1;12.884903;4;0.000000;0.024887;31.381815;o;1.110934;0.298832;12.298689;7.064924;19.363614;5.083282;5.500050;31.356917;
0;2147483647;208333330;208333328;1;10.307922;5;0.000000;0.039383;32.752972;o;1.408229;0.301953;12.508833;7.972305;20.481139;5.494620;5.027412;32.713577;
0;2147483647;249999996;250000000;1;8.589935;6;0.000000;0.056425;34.540697;o;1.730511;0.305537;13.614192;9.599088;23.213281;4.214689;5.020044;34.484261;
0;2147483647;291666662;291666656;1;7.362801;7;0.000000;0.079263;40.660333;o;2.002520;0.304963;14.518135;11.644276;26.162412;5.903289;6.207585;40.581059;
0;2147483647;41666666;41666664;1;51.539611;1;0.000000;0.001581;12.436448;o;0.254249;0.268049;4.606588;2.923806;7.530395;2.389077;1.993049;12.434851;
0;2147483647;83333332;83333328;1;25.769805;2;0.000000;0.006332;21.049753;o;0.521852;0.279856;9.568529;4.285360;13.853890;3.001548;3.386170;21.043408;
0;2147483647;124999998;125000000;1;17.179869;3;0.000000;0.013724;27.164328;o;0.810125;0.289870;11.276661;6.325102;17.601765;4.336617;4.112083;27.150592;
0;2147483647;166666664;166666656;1;12.884903;4;0.000000;0.025209;28.934633;o;1.111831;0.300147;12.142225;7.778070;19.920297;3.431904;4.145049;28.909410;
