min;max;size;buckets;mean_elements_in_bucket;threads;time_allocate_sync;time_deallocate;time_all;error;0;0;0;0;0;0;0;0;
0;2147483647;10000000;1000000;10;2147.483647;1;0.000000;0.000192;3.852343;o;0.006576;0.069277;0.762016;0.846437;1.608455;1.207850;0.959951;3.852138;
0;2147483647;10000000;1000000;10;2147.483647;2;0.000000;0.000173;2.234381;o;0.006945;0.036630;0.698176;0.408383;1.106560;0.614308;0.469659;2.234195;
0;2147483647;10000000;1000000;10;2147.483647;3;0.000000;0.000362;1.567217;o;0.007637;0.025090;0.525442;0.259073;0.784516;0.420922;0.328601;1.566841;
0;2147483647;10000000;1000000;10;2147.483647;4;0.000000;0.000193;1.203016;o;0.007477;0.019231;0.417890;0.200470;0.618361;0.306181;0.251443;1.202811;
0;2147483647;10000000;1000000;10;2147.483647;5;0.000000;0.000189;0.994514;o;0.007756;0.015735;0.370711;0.162770;0.533483;0.247790;0.189426;0.994311;
0;2147483647;10000000;1000000;10;2147.483647;6;0.000000;0.000182;0.857731;o;0.008248;0.013459;0.332047;0.134730;0.466778;0.209361;0.159508;0.857536;
0;2147483647;10000000;1000000;10;2147.483647;7;0.000000;0.000226;1.145107;o;0.016822;0.023133;0.433232;0.172108;0.606816;0.272114;0.207112;1.144869;
0;2147483647;10000000;1000000;10;2147.483647;8;0.000000;0.000387;1.081195;o;0.017420;0.020907;0.500445;0.129623;0.631623;0.221331;0.184733;1.080795;
0;2147483647;10000000;1000000;10;2147.483647;9;0.000000;0.000190;1.024397;o;0.016302;0.019733;0.452886;0.145262;0.599717;0.206039;0.174561;1.024193;
0;2147483647;10000000;1000000;10;2147.483647;10;0.000000;0.000355;0.992471;o;0.019623;0.018450;0.437756;0.125020;0.564716;0.208351;0.172523;0.991700;
0;2147483647;10000000;1000000;10;2147.483647;11;0.000000;0.000191;0.980228;o;0.018309;0.010237;0.450033;0.132029;0.583631;0.182363;0.155778;0.980024;
0;2147483647;10000000;1000000;10;2147.483647;12;0.000000;0.000180;0.963690;o;0.020548;0.016499;0.453046;0.133375;0.588730;0.187374;0.141578;0.963496;
0;2147483647;10000000;1000000;10;2147.483647;1;0.000000;0.000183;3.814533;o;0.006839;0.071279;0.774762;0.845845;1.620608;1.198203;0.917372;3.814337;
0;2147483647;10000000;1000000;10;2147.483647;2;0.000000;0.000191;2.236968;o;0.007028;0.037558;0.695731;0.403897;1.099630;0.619326;0.473137;2.236765;
0;2147483647;10000000;1000000;10;2147.483647;3;0.000000;0.000377;1.581460;o;0.007822;0.025117;0.532834;0.256835;0.789670;0.421319;0.337057;1.581068;
0;2147483647;10000000;1000000;10;2147.483647;4;0.000000;0.000365;1.220689;o;0.008087;0.018861;0.434258;0.201376;0.635635;0.306142;0.251453;1.220312;
0;2147483647;10000000;1000000;10;2147.483647;5;0.000000;0.000191;0.992622;o;0.007744;0.015536;0.366483;0.164178;0.530662;0.248009;0.190325;0.992419;
0;2147483647;10000000;1000000;10;2147.483647;6;0.000000;0.000203;1.015674;o;0.008325;0.013154;0.333670;0.141203;0.474874;0.285810;0.233136;1.015458;
