1000; 1; 0.077468;
2000; 1; 0.151783;
3000; 1; 0.338453;
4000; 1; 0.903438;
5000; 1; 1.614546;
6000; 1; 1.373606;
7000; 1; 1.570369;
8000; 1; 1.566350;
9000; 1; 1.510496;
1000; 101; 0.884662;
2000; 101; 0.183613;
3000; 101; 0.833673;
4000; 101; 0.796687;
5000; 101; 1.414878;
6000; 101; 1.508040;
7000; 101; 1.534589;
8000; 101; 3.101728;
9000; 101; 1.908155;
1000; 201; 0.924135;
2000; 201; 0.157760;
3000; 201; 0.735605;
4000; 201; 1.393524;
5000; 201; 1.599002;
6000; 201; 1.033495;
7000; 201; 1.399326;
8000; 201; 2.788965;
9000; 201; 2.328960;
1000; 301; 0.120103;
2000; 301; 0.704868;
3000; 301; 1.302329;
4000; 301; 0.304934;
5000; 301; 1.395899;
6000; 301; 1.575571;
7000; 301; 1.416772;
8000; 301; 1.557203;
9000; 301; 2.883918;
1000; 401; 0.076095;
2000; 401; 0.152247;
3000; 401; 1.012056;
4000; 401; 0.435077;
5000; 401; 1.205231;
6000; 401; 1.429078;
7000; 401; 1.572470;
8000; 401; 1.571392;
9000; 401; 1.478154;
1000; 501; 0.888015;
2000; 501; 0.156492;
3000; 501; 0.980790;
4000; 501; 0.790654;
5000; 501; 1.297595;
6000; 501; 1.621270;
7000; 501; 1.161924;
8000; 501; 1.550247;
9000; 501; 2.902452;
1000; 601; 0.076075;
2000; 601; 0.148935;
3000; 601; 1.004771;
4000; 601; 1.319941;
5000; 601; 1.466886;
6000; 601; 2.421180;
7000; 601; 1.651687;
8000; 601; 1.563959;
9000; 601; 1.599605;
1000; 701; 0.815177;
2000; 701; 0.159904;
3000; 701; 0.818070;
4000; 701; 1.365653;
5000; 701; 1.575345;
6000; 701; 1.649361;
7000; 701; 1.617102;
8000; 701; 1.636511;
9000; 701; 1.559046;
1000; 801; 0.878848;
2000; 801; 0.151759;
3000; 801; 0.315008;
4000; 801; 1.026811;
5000; 801; 1.507902;
6000; 801; 2.993560;
7000; 801; 1.838605;
8000; 801; 2.265122;
9000; 801; 3.424917;
1000; 901; 0.465879;
2000; 901; 0.151175;
3000; 901; 1.541201;
4000; 901; 0.297713;
5000; 901; 1.235160;
6000; 901; 1.486407;
7000; 901; 1.562539;
8000; 901; 1.514590;
9000; 901; 1.577636;
1000; 1001; 0.877906;
2000; 1001; 0.198489;
3000; 1001; 0.313645;
4000; 1001; 0.931178;
5000; 1001; 1.618873;
6000; 1001; 1.449069;
7000; 1001; 1.579251;
8000; 1001; 1.576921;
9000; 1001; 2.535722;
1000; 1101; 0.087604;
2000; 1101; 0.817090;
3000; 1101; 0.695322;
4000; 1101; 1.372092;
5000; 1101; 1.491099;
6000; 1101; 2.098868;
7000; 1101; 1.778171;
8000; 1101; 2.198404;
9000; 1101; 1.921971;
1000; 1201; 0.887848;
2000; 1201; 0.172991;
3000; 1201; 0.955027;
4000; 1201; 1.536328;
5000; 1201; 0.907260;
6000; 1201; 1.309454;
7000; 1201; 1.569591;
8000; 1201; 3.024681;
9000; 1201; 3.384129;
1000; 1301; 0.087056;
2000; 1301; 0.307822;
3000; 1301; 1.137616;
4000; 1301; 1.496416;
5000; 1301; 0.894789;
6000; 1301; 2.807516;
7000; 1301; 1.729447;
8000; 1301; 1.719992;
9000; 1301; 1.790946;
1000; 1401; 0.931113;
2000; 1401; 1.470230;
3000; 1401; 1.577284;
4000; 1401; 1.709083;
5000; 1401; 1.742567;
6000; 1401; 1.594868;
7000; 1401; 2.876777;
8000; 1401; 2.504429;
9000; 1401; 3.596688;
1000; 1501; 1.279383;
2000; 1501; 1.390148;
3000; 1501; 0.535058;
4000; 1501; 1.081136;
5000; 1501; 1.485875;
6000; 1501; 2.430121;
7000; 1501; 2.295591;
8000; 1501; 3.053888;
9000; 1501; 2.723808;
1000; 1601; 1.051805;
2000; 1601; 1.359964;
3000; 1601; 1.507314;
4000; 1601; 3.394056;
5000; 1601; 0.764827;
6000; 1601; 1.814351;
7000; 1601; 2.973393;
8000; 1601; 2.438356;
9000; 1601; 3.599861;
1000; 1701; 0.116805;
2000; 1701; 0.349947;
3000; 1701; 1.427429;
4000; 1701; 1.968772;
5000; 1701; 1.244838;
6000; 1701; 1.639576;
7000; 1701; 2.956284;
8000; 1701; 3.420853;
9000; 1701; 3.734935;
1000; 1801; 1.172850;
2000; 1801; 0.311566;
3000; 1801; 1.417968;
4000; 1801; 1.700362;
5000; 1801; 1.998639;
6000; 1801; 1.366066;
7000; 1801; 2.859099;
8000; 1801; 3.520740;
9000; 1801; 3.606333;
1000; 1901; 0.702034;
2000; 1901; 0.402348;
3000; 1901; 1.368025;
4000; 1901; 1.852747;
5000; 1901; 1.746845;
6000; 1901; 1.670077;
7000; 1901; 2.487243;
8000; 1901; 3.588395;
9000; 1901; 2.769090;
1000; 2001; 0.904320;
2000; 2001; 0.544202;
3000; 2001; 1.519135;
4000; 2001; 1.684520;
5000; 2001; 1.662239;
6000; 2001; 1.844105;
7000; 2001; 2.445008;
8000; 2001; 2.735535;
9000; 2001; 3.428582;
1000; 2101; 1.278338;
2000; 2101; 1.221701;
3000; 2101; 0.472644;
4000; 2101; 3.413779;
5000; 2101; 1.956454;
6000; 2101; 1.794893;
7000; 2101; 2.926854;
8000; 2101; 3.250518;
9000; 2101; 3.593349;
1000; 2201; 0.189060;
2000; 2201; 0.788715;
3000; 2201; 1.534245;
4000; 2201; 1.570564;
5000; 2201; 1.734944;
6000; 2201; 2.808497;
7000; 2201; 2.343957;
8000; 2201; 2.979992;
9000; 2201; 3.261912;
1000; 2301; 1.248609;
2000; 2301; 1.193109;
3000; 2301; 1.402000;
4000; 2301; 0.501788;
5000; 2301; 1.324337;
6000; 2301; 1.528907;
7000; 2301; 2.769381;
8000; 2301; 2.514589;
9000; 2301; 3.607729;
1000; 2401; 1.042587;
2000; 2401; 1.480922;
3000; 2401; 1.605869;
4000; 2401; 2.449367;
5000; 2401; 1.771670;
6000; 2401; 2.761892;
7000; 2401; 2.109781;
8000; 2401; 3.011286;
9000; 2401; 3.589860;
1000; 2501; 1.208046;
2000; 2501; 1.471872;
3000; 2501; 1.595340;
4000; 2501; 1.699390;
5000; 2501; 1.681252;
6000; 2501; 1.535137;
7000; 2501; 2.848367;
8000; 2501; 2.519429;
9000; 2501; 3.516236;
1000; 2601; 0.346816;
2000; 2601; 0.673041;
3000; 2601; 0.635130;
4000; 2601; 1.830290;
5000; 2601; 1.034976;
6000; 2601; 1.592155;
7000; 2601; 2.815942;
8000; 2601; 3.543869;
9000; 2601; 6.372766;
1000; 2701; 0.201410;
2000; 2701; 0.418576;
3000; 2701; 1.076936;
4000; 2701; 1.722996;
5000; 2701; 1.451591;
6000; 2701; 1.582046;
7000; 2701; 2.837332;
8000; 2701; 2.653928;
9000; 2701; 3.706691;
1000; 2801; 0.969637;
2000; 2801; 0.320929;
3000; 2801; 1.740880;
4000; 2801; 1.731936;
5000; 2801; 1.659430;
6000; 2801; 1.552486;
7000; 2801; 2.817210;
8000; 2801; 3.540817;
9000; 2801; 4.484777;
1000; 2901; 1.142121;
2000; 2901; 1.499589;
3000; 2901; 1.627492;
4000; 2901; 1.787205;
5000; 2901; 1.588947;
6000; 2901; 2.872375;
7000; 2901; 2.069687;
8000; 2901; 2.886811;
9000; 2901; 3.741859;
