100000; 1; 29.339841;
100000; 1; 19.702727;
100000; 1; 19.227719;
100000; 1; 24.432092;
100000; 1; 36.424901;
100000; 1; 26.830230;
100000; 1; 38.040879;
100000; 1; 47.849826;
100000; 1; 45.816677;
100000; 1; 52.541245;
100000; 1; 39.768234;
100000; 100; 27.224611;
100000; 200; 49.661689;
100000; 300; 41.913132;
100000; 400; 25.082951;
100000; 500; 45.115853;
100000; 600; 42.513311;
100000; 700; 42.435345;
100000; 800; 38.952189;
100000; 900; 34.942528;
100000; 1000; 44.630963;
100000; 1100; 41.420883;
100000; 1200; 56.548660;
100000; 1300; 52.345213;
100000; 1400; 66.498372;
