-------
1000; 1; 0.000566;
2000; 1; 0.001175;
3000; 1; 0.001792;
4000; 1; 0.002399;
5000; 1; 0.002962;
6000; 1; 0.003441;
7000; 1; 0.003763;
8000; 1; 0.004720;
9000; 1; 0.005390;
1000; 101; 0.000808;
2000; 101; 0.001535;
3000; 101; 0.002330;
4000; 101; 0.003109;
5000; 101; 0.003774;
6000; 101; 0.004515;
7000; 101; 0.005502;
8000; 101; 0.005909;
9000; 101; 0.006616;
1000; 201; 0.000923;
2000; 201; 0.001801;
3000; 201; 0.002733;
4000; 201; 0.003690;
5000; 201; 0.004441;
6000; 201; 0.005254;
7000; 201; 0.005871;
8000; 201; 0.007056;
9000; 201; 0.008033;
1000; 301; 0.000968;
2000; 301; 0.001869;
3000; 301; 0.002828;
4000; 301; 0.003611;
5000; 301; 0.004735;
6000; 301; 0.005430;
7000; 301; 0.006282;
8000; 301; 0.007519;
9000; 301; 0.008236;
1000; 401; 0.000960;
2000; 401; 0.002028;
3000; 401; 0.002805;
4000; 401; 0.003647;
5000; 401; 0.004910;
6000; 401; 0.005880;
7000; 401; 0.006699;
8000; 401; 0.007621;
9000; 401; 0.008678;
1000; 501; 0.001029;
2000; 501; 0.002100;
3000; 501; 0.002904;
4000; 501; 0.004125;
5000; 501; 0.005055;
6000; 501; 0.006194;
7000; 501; 0.006938;
8000; 501; 0.007869;
9000; 501; 0.008962;
1000; 601; 0.001038;
2000; 601; 0.002088;
3000; 601; 0.003096;
4000; 601; 0.003988;
5000; 601; 0.004975;
6000; 601; 0.005675;
7000; 601; 0.006861;
8000; 601; 0.008107;
9000; 601; 0.008455;
1000; 701; 0.001086;
2000; 701; 0.002174;
3000; 701; 0.003150;
4000; 701; 0.003969;
5000; 701; 0.005136;
6000; 701; 0.006222;
7000; 701; 0.007148;
8000; 701; 0.008598;
9000; 701; 0.009209;
1000; 801; 0.001055;
2000; 801; 0.002169;
3000; 801; 0.003336;
4000; 801; 0.004179;
5000; 801; 0.005483;
6000; 801; 0.006442;
7000; 801; 0.007751;
8000; 801; 0.008534;
9000; 801; 0.009304;
1000; 901; 0.001138;
2000; 901; 0.002115;
3000; 901; 0.003257;
4000; 901; 0.004397;
5000; 901; 0.005710;
6000; 901; 0.006533;
7000; 901; 0.008086;
8000; 901; 0.008780;
9000; 901; 0.010054;
1000; 1001; 0.001226;
2000; 1001; 0.002389;
3000; 1001; 0.003615;
4000; 1001; 0.004569;
5000; 1001; 0.005493;
6000; 1001; 0.006740;
7000; 1001; 0.007958;
8000; 1001; 0.009024;
9000; 1001; 0.010323;
1000; 1101; 0.001171;
2000; 1101; 0.002424;
3000; 1101; 0.003485;
4000; 1101; 0.004538;
5000; 1101; 0.005797;
6000; 1101; 0.007292;
7000; 1101; 0.008296;
8000; 1101; 0.009420;
9000; 1101; 0.010293;
1000; 1201; 0.001164;
2000; 1201; 0.002401;
