10000; 1; 0.739046;
10000; 1; 1.483043;
10000; 1; 1.520998;
10000; 1; 1.133244;
10000; 1; 1.513999;
10000; 1; 1.497388;
10000; 1; 1.339517;
10000; 1; 1.486923;
10000; 1; 1.512975;
10000; 1; 1.189608;
10000; 1; 2.723374;
10000; 100; 2.833188;
10000; 200; 2.794556;
10000; 300; 3.627061;
10000; 400; 3.717446;
10000; 500; 3.096886;
10000; 600; 2.581255;
10000; 700; 2.677742;
10000; 800; 1.740676;
10000; 900; 1.743349;
10000; 1000; 1.779426;
10000; 1100; 1.504487;
10000; 1200; 1.551400;
10000; 1300; 1.562249;
10000; 1400; 1.512380;
10000; 1500; 2.963939;
10000; 1600; 2.210129;
10000; 1700; 3.065757;
10000; 1800; 7.222325;
10000; 1900; 8.476263;
10000; 2000; 12.572483;
10000; 2100; 6.299688;
10000; 2200; 5.087888;
10000; 2300; 2.381441;
10000; 2400; 3.346170;
10000; 2500; 3.384701;
10000; 2600; 4.296388;
10000; 2700; 5.934373;
10000; 2800; 4.569703;
10000; 2900; 3.750398;
10000; 3000; 6.862897;
