1;4;4;3;0.000000;0.000004;0.000050;3.000000;
2;4;2;0;0.000000;0.000004;0.000198;2.000000;
3;4;2;2;0.000000;0.000003;0.000068;4.000000;
4;4;1;1;0.000000;0.000004;0.000211;4.000000;
5;4;4;4;0.000000;0.000004;0.000185;4.000000;
6;4;4;4;0.000000;0.000006;0.004216;4.000000;
7;4;4;3;0.000000;0.000004;0.000142;3.000000;
8;4;4;2;0.000000;0.000004;0.004847;2.000000;
9;4;4;2;0.000000;0.000005;0.000192;2.000000;
10;4;4;2;0.000000;0.000005;0.000750;2.000000;
11;4;4;4;0.000000;0.000006;0.004747;4.000000;
12;4;4;4;0.000000;0.000005;0.000395;4.000000;
1;3;3;2;0.000000;0.000004;0.000047;2.666667;
2;3;2;2;0.000000;0.000004;0.000167;4.000000;
3;3;1;1;0.000000;0.000006;0.000068;4.000000;
4;3;3;2;0.000000;0.000004;0.000195;2.666667;
5;3;3;3;0.000000;0.000005;0.000307;4.000000;
6;3;3;3;0.000000;0.000004;0.000477;4.000000;
7;3;3;2;0.000000;0.000004;0.006187;2.666667;
8;3;3;1;0.000000;0.000005;0.000092;1.333333;
9;3;3;2;0.000000;0.000005;0.004108;2.666667;
10;3;3;2;0.000000;0.000005;0.000221;2.666667;
11;3;3;2;0.000000;0.000006;0.000917;2.666667;
12;3;3;3;0.000000;0.000006;0.000071;4.000000;
1;5;5;3;0.000000;0.000004;0.000049;2.400000;
2;5;3;2;0.000000;0.000004;0.000164;3.200000;
3;5;3;3;0.000000;0.000004;0.000061;4.000000;
4;5;2;2;0.000000;0.000004;0.000219;3.200000;
5;5;1;1;0.000000;0.000004;0.004032;3.200000;
6;5;5;3;0.000000;0.000005;0.000134;2.400000;
7;5;5;2;0.000000;0.000005;0.007363;1.600000;
8;5;5;5;0.000000;0.000005;0.001558;4.000000;
9;5;5;4;0.000000;0.000006;0.000075;3.200000;
10;5;5;3;0.000000;0.000005;0.000083;2.400000;
11;5;5;4;0.000000;0.000004;0.000506;3.200000;
12;5;5;2;0.000000;0.000006;0.000072;1.600000;
